SentenceID,Transcript,Device
speaker29_f_[n|nn]_utt05,,
speaker29_f_[n|nn]_utt06,,
speaker29_f_[n|nn]_utt07,,
speaker29_f_[n|nn]_utt08,,
speaker29_f_[n|nn]_utt09,,
speaker29_f_[n|nn]_utt10,,
speaker29_f_[n|nn]_utt11,,
speaker29_f_[n|nn]_utt12,,
speaker29_f_[n|nn]_utt13,,
speaker29_f_[n|nn]_utt14,,
speaker29_f_[n|nn]_utt15,,
speaker29_f_[n|nn]_utt16,,
speaker29_f_[n|nn]_utt17,,
speaker29_f_[n|nn]_utt18,,
speaker29_f_[n|nn]_utt19,,
speaker29_f_[n|nn]_utt20,,
speaker29_f_[n|nn]_utt21,,
speaker29_f_[n|nn]_utt22,,
speaker29_f_[n|nn]_utt23,,
speaker29_f_[n|nn]_utt24,,
speaker29_f_[n|nn]_utt25,,
speaker29_f_[n|nn]_utt26,,
speaker29_f_[n|nn]_utt27,,
speaker29_f_[n|nn]_utt28,,
speaker29_f_[n|nn]_utt29,,
speaker29_f_[n|nn]_utt30,,
speaker30_m_[n|nn]_utt01,,
speaker30_m_[n|nn]_utt02,,
speaker30_m_[n|nn]_utt03,,
speaker30_m_[n|nn]_utt04,,
speaker30_m_[n|nn]_utt05,,
speaker30_m_[n|nn]_utt06,,
speaker30_m_[n|nn]_utt07,,
speaker30_m_[n|nn]_utt08,,
speaker30_m_[n|nn]_utt09,,
speaker30_m_[n|nn]_utt10,,
speaker30_m_[n|nn]_utt11,,
speaker30_m_[n|nn]_utt12,,
speaker30_m_[n|nn]_utt13,,
speaker30_m_[n|nn]_utt14,,
speaker30_m_[n|nn]_utt15,,
speaker30_m_[n|nn]_utt16,,
speaker30_m_[n|nn]_utt17,,
speaker30_m_[n|nn]_utt18,,
speaker30_m_[n|nn]_utt19,,
speaker30_m_[n|nn]_utt20,,
speaker30_m_[n|nn]_utt21,,
speaker30_m_[n|nn]_utt22,,
speaker30_m_[n|nn]_utt23,,
speaker30_m_[n|nn]_utt24,,
speaker30_m_[n|nn]_utt25,,
speaker30_m_[n|nn]_utt26,,
speaker30_m_[n|nn]_utt27,,
speaker30_m_[n|nn]_utt28,,
speaker30_m_[n|nn]_utt29,,
speaker30_m_[n|nn]_utt30,,
speaker31_m_nn_utt01,kowe mlaku mlaku ora katokan,
speaker31_m_nn_utt02,pas aku dolan jebul ketemu kowe neng dalan,
speaker31_m_nn_utt03,aku mau ketemu wong sing rupane mirip kowe nganti aku meh kleru nyapa,
speaker31_m_nn_utt04,sepurane aku keturon wektu nunggu balasanmu,
speaker31_m_nn_utt05,rantene sepedaku mau copot nang tengah dalan nganti aku bingung arep ndandani,
speaker31_m_nn_utt06,kowe nek guyon kok rai mu tetep serius wae,
speaker31_m_nn_utt07,nek kowe mlaku kok swarane banter,
speaker31_m_nn_utt08,ngombe es kathah kok langsung untuku nyut nyutan,
speaker31_m_nn_utt09,sak dina iki aku muter muter golek parkiran kosong nganti kesel,
speaker31_m_nn_utt10,aku weruh langit ireng kaya arep udan gedhe,
speaker31_m_nn_utt11,acara kirab iki diadakake kanggo mengeti dina kesaktian pancasila,
speaker31_m_nn_utt12,aku mau kleru mlebu ruangan nganti wong wonge podo ngdelok aku,
speaker31_m_nn_utt13,jarene dee urip joko,
speaker31_m_[n|nn]_utt14,,
speaker31_m_[n|nn]_utt15,,
speaker31_m_[n|nn]_utt16,,
speaker31_m_[n|nn]_utt17,,
speaker31_m_[n|nn]_utt18,,
speaker31_m_[n|nn]_utt19,,
speaker31_m_[n|nn]_utt20,,
speaker31_m_[n|nn]_utt21,,
speaker31_m_[n|nn]_utt22,,
speaker31_m_[n|nn]_utt23,,
speaker31_m_[n|nn]_utt24,,
speaker31_m_[n|nn]_utt25,,
speaker31_m_[n|nn]_utt26,,
speaker31_m_[n|nn]_utt27,,
speaker31_m_[n|nn]_utt28,,
speaker31_m_[n|nn]_utt29,,
speaker31_m_nn_utt30,tak sogok tak sogok,
speaker32_m_[n|nn]_utt01,,
speaker32_m_[n|nn]_utt02,,
speaker32_m_[n|nn]_utt03,,
speaker32_m_[n|nn]_utt04,,
speaker32_m_[n|nn]_utt05,,
speaker32_m_[n|nn]_utt06,,
speaker32_m_[n|nn]_utt07,,
speaker32_m_[n|nn]_utt08,,
speaker32_m_[n|nn]_utt09,,
speaker32_m_[n|nn]_utt10,,
speaker32_m_[n|nn]_utt11,,
speaker32_m_[n|nn]_utt12,,
speaker32_m_[n|nn]_utt13,,
speaker32_m_[n|nn]_utt14,,
speaker32_m_[n|nn]_utt15,,
speaker32_m_[n|nn]_utt16,,
speaker32_m_[n|nn]_utt17,,
speaker32_m_[n|nn]_utt18,,
speaker32_m_[n|nn]_utt19,,
speaker32_m_[n|nn]_utt20,,
speaker32_m_[n|nn]_utt21,,
speaker32_m_[n|nn]_utt22,,
speaker32_m_[n|nn]_utt23,,
speaker32_m_[n|nn]_utt24,,
speaker32_m_[n|nn]_utt25,,
speaker32_m_[n|nn]_utt26,,
speaker32_m_[n|nn]_utt27,,
speaker32_m_[n|nn]_utt28,,
speaker32_m_[n|nn]_utt29,,
speaker32_m_[n|nn]_utt30,,
speaker33_m_nn_utt01,atiku bungah banget weruh kowe teka,Iphone 16 Pro
speaker33_m_nn_utt02,aku isin banget nalika ketemu mantan,Iphone 16 Pro
speaker33_m_nn_utt03,dheweke nesu amarga dijak ngguyu,Iphone 16 Pro
speaker33_m_nn_utt04,aku kangen banget karo kampung halaman,Iphone 16 Pro
speaker33_m_nn_utt05,awakku kesel banget nganti ora kuat mlaku,Iphone 16 Pro
speaker33_m_nn_utt06,"langite mendung, kayake arep udan",Iphone 16 Pro
speaker33_m_nn_utt07,srengenge terik banget nganti kulitku gosong,Iphone 16 Pro
speaker33_m_nn_utt08,angin sepoi-sepoi nyenengake ati,Iphone 16 Pro
speaker33_m_nn_utt09,peteng ndhedhet ora katon apa-apa,Iphone 16 Pro
speaker33_m_nn_utt10,embun isih netes ning godhong-godhongan,Iphone 16 Pro
speaker33_m_nn_utt11,aku lagi padu karo bojoku gara-gara sepele,Iphone 16 Pro
speaker33_m_nn_utt12,tangga sebelah mau nyilih gula sakilo,Iphone 16 Pro
speaker33_m_nn_utt13,koncoku ngajak kondangan ning omah sepupune,Iphone 16 Pro
speaker33_m_nn_utt14,pakdhe teka nggawa oleh-oleh saka Jakarta,Iphone 16 Pro
speaker33_m_nn_utt15,aku tau ndeleng UFO ning langit wengi,Iphone 16 Pro
speaker33_m_nn_utt16,motore mogok neng tengah dalan sepi,Iphone 16 Pro
speaker33_m_nn_utt17,dompetku ilang ning bis amarga dicolong,Iphone 16 Pro
speaker33_m_nn_utt18,aku kesasar ning alas amarga salah dalan,Iphone 16 Pro
speaker33_m_nn_utt19,awakku melu lomba makan kerupuk ning ha u te er i,Iphone 16 Pro
speaker33_m_nn_utt20,aku pengin bisa mabur menyang luar negeri,Iphone 16 Pro
speaker33_m_nn_utt21,cita-citaku arep dadi dokter hewan,Iphone 16 Pro
speaker33_m_nn_utt22,sesuk aku kudu nglamar gaweyan anyar,Iphone 16 Pro
speaker33_m_nn_utt23,"yen wis lulus, aku arep nikah karo pacarku",Iphone 16 Pro
speaker33_m_nn_utt24,muga-muga awakku bisa lolos ujian iki,Iphone 16 Pro
speaker33_m_nn_utt25,pecel lele ning warung pojok enak tenan rasane,Iphone 16 Pro
speaker33_m_nn_utt26,aku pengen mangan soto,Iphone 16 Pro
speaker33_m_nn_utt27,bossku galak banget yen karyawan telat mlebu,Iphone 16 Pro
speaker33_m_nn_utt28,ponakan wis bisa mlaku dhewe umur setahun,Iphone 16 Pro
speaker33_m_nn_utt29,simbah putri lagi ngalem ning kamar,Iphone 16 Pro
speaker33_m_nn_utt30,kucingku mlayu ngebut ngoyak tikus,Iphone 16 Pro
speaker34_m_nn_utt01,Sejumlah pangguna motor nang Suroboyo ngeluh motore mogok sakwise ngisi Bahan Bakar Minyak jenis Pertalite nang es pe be u Pertamina setempat,
speaker34_m_nn_utt02,"Sakdurunge, kehebohan sing podo pisan sempet kedadian nang Tuban",
speaker34_m_nn_utt03,"Salah siji warga sing ngeluh yaiku Irfan, wong Sidoyoso, Kecamatan Simokerto, Kota Suroboyo",
speaker34_m_nn_utt04,"Aku mulih disik, yo",
speaker34_m_nn_utt05,Sesuk ketemu maneh,
speaker34_m_nn_utt06,Ojo kesusu,
speaker34_m_nn_utt07,Lawange tulung ditutup,
speaker34_m_nn_utt08,Masakane enak tenan,
speaker34_m_nn_utt09,Aku arep gawe kopi,
speaker34_m_nn_utt10,Kowe mangkat jam piro?,
speaker34_m_nn_utt11,Aku lagi sinau,
speaker34_m_nn_utt12,Wis rampung durung tugase?,
speaker34_m_nn_utt13,"Aku ngelak, golek es yuk",
speaker34_m_nn_utt14,Hape-ku batrene entek,
speaker34_m_nn_utt15,"Wah, kok iso?",
speaker34_m_nn_utt16,Mugo-mugo kabeh lancar,
speaker34_m_nn_utt17,"Kapan-kapan dolan mrene maneh, yo",
speaker34_m_nn_utt18,Aku bar tangi turu,
speaker34_m_nn_utt19,Tulung pesenno kopi siji,
speaker34_m_nn_utt20,Aku yo melu,
speaker34_m_nn_utt21,Durung ngerti aku,
speaker34_m_nn_utt22,Titip salam kanggo ibumu,
speaker34_m_nn_utt23,Rasane kok rodo adem,
speaker34_m_nn_utt24,Ojo lali jupuk pakete,
speaker34_m_nn_utt25,Aku kudu nabung sik,
speaker34_m_nn_utt26,"Kowe pinter banget, e",
speaker34_m_nn_utt27,"Awas, ati-ati nang dalan",
speaker34_m_nn_utt28,"Yo wis, ngono wae",
speaker34_m_nn_utt29,"Iyo, bener kuwi",
speaker34_m_nn_utt30,"Jajal panganan iki, enak lho",
speaker35_m_n_utt01,Bapakku nduwe usaha ngingu pitik sing terkenal ning desaku.,
speaker35_m_n_utt02,Lima kandang pitik dideleh ning mburi omah.,
speaker35_m_n_utt03,Saben kandang pitik kui ukurane lima ping enem meter sing cukup dinggoni seket pitik.,
speaker35_m_n_utt04,Aku saben esuk ngewangi bapak makani pitik-pitik gen cepet gedhe lan iso payu larang.,
speaker35_m_n_utt05,"Pakan pitik sing dicepakne nggo makani macem-macem, mulai seko beras, jagung, nganti dedak.",
speaker35_m_n_utt06,"Ben oleh rego murah, pakan kui dituku seko tengkulak sing wis dadi langganan suwe.",
speaker35_m_n_utt07,Tigan seko pitik-pitik iku dijupuki saben dino nek nemu.,
speaker35_m_n_utt08,Saiki keluargaku iso nggawe usaha dewe.,
speaker35_m_n_utt09,Aku dewe seneng banget sinau soal ngingu pitik langsung karo bapak.,
speaker35_m_n_utt10,Aku duweni cita-cita yen suk gedhe bakal iso nerusne usahane bapakku gen luweh gedhe.,
speaker35_m_n_utt11,"Pas bali sekolah, aku karo kanca-kancaku mangkat niliki Andi",
speaker35_m_n_utt12,Andi wis ra mlebu sekolah seminggu,
speaker35_m_n_utt13,Krungu-krungu Andi ki loro tipes,
speaker35_m_n_utt14,Aku mbek konco-konco inisiatif urunan gawakne roti lan buah sing disenengi Andi.,
speaker35_m_n_utt15,Aku lan koncoku numpak onthel bareng sisan bali.,
speaker35_m_n_utt16,Ndilalahe pas nek tengah dalan ora sengojo ban othelku kecubles paku,
speaker35_m_n_utt17,Akhire aku golek tambal ban dikancani Edo.,
speaker35_m_n_utt18,Bejane pas kui ra ono tambal ban.,
speaker35_m_n_utt19,"Yawis, onthelku tak gowo bali disik terus aku nggonceng Edo.",
speaker35_m_n_utt20,Aku matur suwun banget karo Edo,
speaker35_m_n_utt21,Mergo Edo gelem tak goncengi mangkat mulih dino kui.,
speaker35_m_n_utt22,"Sedino saurunge dino ulang tahunku,",
speaker35_m_n_utt23,aku diajak bapak tumbas klambi anyar nggo dingo pas acara kui.,
speaker35_m_n_utt24,Ruang tamu omahku yo dihias karo balon-balon lan pita sing meriah banget.,
speaker35_m_n_utt25,ibukku pesen roti ulang tahun sing bentuke minion koyo sing tak senengi.,
speaker35_m_n_utt26,"Sesuke, koncoku do teko nggowo hadiah.",
speaker35_m_n_utt27,"Enek sing ngekeki kado buku, pensil, tas, mbek sepatu.",
speaker35_m_n_utt28,Aku seneng banget pas kui.,
speaker35_m_n_utt29,Ora kroso Minggu ngarep wis preian sekolah.,
speaker35_m_n_utt30,Aku lan keluarga duwe rencana bakal dolan menyang griyane kakungku ning Gunung Sari.,
speaker36_m_[n|nn]_utt01,kula nyuwun idin rumiyin supados saged mlebet,Samsung A55
speaker36_m_[n|nn]_utt02,panjenengan kersa maringi penjelasan langkung cetha,Samsung A55
speaker36_m_[n|nn]_utt03,mugi rapat enjing saged lumampah kanthi tertib,Samsung A55
speaker36_m_[n|nn]_utt04,kula nyuwun tulung supados dipun wangsuli enggal,Samsung A55
speaker36_m_[n|nn]_utt05,panjenengan sampun siyap kangge miwiti pakaryan dinten menika,Samsung A55
speaker36_m_[n|nn]_utt06,mugi lelampahan panjenengan tansah pinaringan wilujeng,Samsung A55
speaker36_m_[n|nn]_utt07,kula badhe nerusake sinau sasampunipun dhahar,Samsung A55
speaker36_m_[n|nn]_utt08,panjenengan kersa nyuwun ngentosi sakderengipun kula rampung makarya,Samsung A55
speaker36_m_[n|nn]_utt09,nyuwun sewu menawi kula taksih mboten mangertos,Samsung A55
speaker36_m_[n|nn]_utt10,mugi panjenengan kersa maringi pitutur supados kula mboten kalepatan,Samsung A55
speaker36_m_[n|nn]_utt11,kula badhe nyerat layang resmi kangge kaping pisan,Samsung A55
speaker36_m_[n|nn]_utt12,panjenengan saged maringi dhawuh menapa ingkang dipun perlokaken,Samsung A55
speaker36_m_[n|nn]_utt13,mugi berkas punika saged panjenengan waca menawi sampun gadhah wekdal,Samsung A55
speaker36_m_[n|nn]_utt14,kula ngaturaken panuwun sanget dhumateng panjenengan,Samsung A55
speaker36_m_[n|nn]_utt15,panjenengan sageda mirsani paparan punika kanthi teliti,Samsung A55
speaker36_m_[n|nn]_utt16,menawi dipun paringi wekdal kula badhe maringi klarifikasi,Samsung A55
speaker36_m_[n|nn]_utt17,mugi tugas punika saged rampung kanthi lancar,Samsung A55
speaker36_m_[n|nn]_utt18,kula nyuwun pamrayoga panjenengan kangge pambiji pungkasan,Samsung A55
speaker36_m_[n|nn]_utt19,panjenengan saged maringi panglipur nalika kula nembe angel,Samsung A55
speaker36_m_[n|nn]_utt20,kula badhe nyiapake cathetan supados saged dipun lampahi bebarengan,Samsung A55
speaker36_m_[n|nn]_utt21,mugi panjenengan tansah pinaringan kasehatan lan wilujeng,Samsung A55
speaker36_m_[n|nn]_utt22,nyuwun idin kula medal sekedhap rumiyin,Samsung A55
speaker36_m_[n|nn]_utt23,panjenengan badhe tindak dhateng pundi sasampunipun punika,Samsung A55
speaker36_m_[n|nn]_utt24,menawi panjenengan mboten sibuk kula ajeng nyuwun piwulang,Samsung A55
speaker36_m_[n|nn]_utt25,mugi pitedah panjenengan saged ndadosaken pepadhang kangge kula,Samsung A55
speaker36_m_[n|nn]_utt26,kula saweg nyobi makarya kanthi langkung rikat,Samsung A55
speaker36_m_[n|nn]_utt27,panjenengan saged paring cathetan menawi wonten ingkang kirang,Samsung A55
speaker36_m_[n|nn]_utt28,mugi panjenengan kersa maringi wekdal setunggal kalih menit,Samsung A55
speaker36_m_[n|nn]_utt29,kula ngaturaken sembah nuwun sanget amargi pitulungan panjenengan,Samsung A55
speaker36_m_[n|nn]_utt30,panjenengan kersa ngendika malih supados kula langkung mangertos,Samsung A55
speaker37_m_n_utt01,Aku arep mangan dhisik,Iphone 15
speaker37_m_n_utt02,Koe lagi neng ndi?,Iphone 15
speaker37_m_n_utt03,Aku ra paham maksude opo,Iphone 15
speaker37_m_n_utt04,Ayo nongkrong bareng bengi iki,Iphone 15
speaker37_m_n_utt05,Iki wis bener durung?,Iphone 15
speaker37_m_n_utt06,Aku arep bali saiki,Iphone 15
speaker37_m_n_utt07,Koe wis siap durung?,Iphone 15
speaker37_m_n_utt08,Laptopku mati dewe,Iphone 15
speaker37_m_n_utt09,Dina iki panas banget,Iphone 15
speaker37_m_n_utt10,Ojo lali mateni lampu,Iphone 15
speaker37_m_n_utt11,Aku kesel banget dina iki,Iphone 15
speaker37_m_n_utt12,Koe wis krungu kabare durung?,Iphone 15
speaker37_m_n_utt13,Mangkat saiki wae ben cepet rampung,Iphone 15
speaker37_m_n_utt14,Iki barangmu tak simpen kene yo,Iphone 15
speaker37_m_n_utt15,Koe lagi mikir opo?,Iphone 15
speaker37_m_n_utt16,"Aku ora melu, aku sibuk saiki",Iphone 15
speaker37_m_n_utt17,Ojo gampang nesu,Iphone 15
speaker37_m_n_utt18,Aku ra yakin karo omongane,Iphone 15
speaker37_m_n_utt19,Aku lagi ngenteni wong,Iphone 15
speaker37_m_n_utt20,Panjenengan badhe tindak pundi?,Iphone 15
speaker37_m_n_utt21,Mangga pinarak rumiyin,Iphone 15
speaker37_m_n_utt22,"Matur nuwun, kula lenggah mriki mawon",Iphone 15
speaker37_m_n_utt23,Kula piyambakan mawon,Iphone 15
speaker37_m_n_utt24,Mangga dipun coba rumiyin,Iphone 15
speaker37_m_n_utt25,Kula ngaturaken salam saking keluarga,Iphone 15
speaker37_m_n_utt26,Kula ngraosaken hawa mendung,Iphone 15
speaker37_m_n_utt27,Kula pamit rumiyin,Iphone 15
speaker37_m_n_utt28,"Matur nuwun, mugi panjenengan ugi.",Iphone 15
speaker37_m_n_utt29,Persiapan iku penting banget,Iphone 15
speaker37_m_n_utt30,Aku arep mlaku mlaku ben ora sedih,Iphone 15
speaker38_f_n_utt01,Sugeng enjing Bapak/Ibu.,Mi pad 6
speaker38_f_n_utt02,Kula nyuwun pangapunten.,Mi pad 6
speaker38_f_n_utt03,Panjenengan badhé tindak pundi?,Mi pad 6
speaker38_f_n_utt04,Menapa panjenengan kersa dhahar?,Mi pad 6
speaker38_f_n_utt05,Bapak saweg maos koran.,Mi pad 6
speaker38_f_n_utt06,Ibu nembe masak ing pawon.,Mi pad 6
speaker38_f_n_utt07,"Mangga, dipun unjuk kopinipun.",Mi pad 6
speaker38_f_n_utt08,Griya kula tebih saking kitha.,Mi pad 6
speaker38_f_n_utt09,Kula badhé tumbas jajan pasar.,Mi pad 6
speaker38_f_n_utt10,Sampun dangu mboten kepanggih.,Mi pad 6
speaker38_f_n_utt11,Wekdalé sampun sonten.,Mi pad 6
speaker38_f_n_utt12,"Nyuwun pirsa, niki jam pinten?",Mi pad 6
speaker38_f_n_utt13,"Sepurane, aku telat teka.",Mi pad 6
speaker38_f_n_utt14,Kowe wis mangan durung?,Mi pad 6
speaker38_f_n_utt15,"Ayo, dolan menyang omahku.",Mi pad 6
speaker38_f_n_utt16,Aku lagi kesel banget saiki.,Mi pad 6
speaker38_f_n_utt17,Ojo lali nggarap PR-mu.,Mi pad 6
speaker38_f_n_utt18,Wingi aku weruh kowe ing toko.,Mi pad 6
speaker38_f_n_utt19,"Sepedhahku rusak, kudu didandani.",Mi pad 6
speaker38_f_n_utt20,Cuacane panas banget dina iki.,Mi pad 6
speaker38_f_n_utt21,Buku kuwi duwekku.,Mi pad 6
speaker38_f_n_utt22,Sesuk arep nandi kowe?,Mi pad 6
speaker38_f_n_utt23,Aku seneng banget karo masakan iki.,Mi pad 6
speaker38_f_n_utt24,Banyune adhem tenan.,Mi pad 6
speaker38_f_n_utt25,Wis rampung anggonmu sinau?,Mi pad 6
speaker38_f_n_utt26,Kula wangsul rumiyin nggih.,Mi pad 6
speaker38_f_n_utt27,Dipun aturi lenggah.,Mi pad 6
speaker38_f_n_utt28,Kéwan napa sing wernané ireng?,Mi pad 6
speaker38_f_n_utt29,Mbakku lagi ngumbah klambi.,Mi pad 6
speaker38_f_n_utt30,Pancen bener omonganmu kuwi.,Mi pad 6
speaker39_f_nn_utt01,Esuk-esuk aku biasane ngombe kopi anget neng pawon,Iphone 15 Pro
speaker39_f_nn_utt02,Sepur saka stasiun kene asring telat teka,Iphone 15 Pro
speaker39_f_nn_utt03,Bengi mau aku krungu udan deres karo gludhug,Iphone 15 Pro
speaker39_f_nn_utt04,Adhiku seneng nonton kartun saben minggu esuk,Iphone 15 Pro
speaker39_f_nn_utt05,Kowe wis ngabarake ibu durung yen arep mulih telat?,Iphone 15 Pro
speaker39_f_nn_utt06,Sepedha motoré Paklik lagi didandani ning bengkel kampung,Iphone 15 Pro
speaker39_f_nn_utt07,Aku kelingan jaman cilik seneng dolanan layangan neng sawah,Iphone 15 Pro
speaker39_f_nn_utt08,Tangga ngarep lagi gawe pesta ulang tahun kanggo anake,Iphone 15 Pro
speaker39_f_nn_utt09,Mbokne lagi nganakaké arisan neng ruang tamu,Iphone 15 Pro
speaker39_f_nn_utt10,Yen wengi aku seneng maca buku sadurunge turu,Iphone 15 Pro
speaker39_f_nn_utt11,Kowe tulung kirimi aku lokasi nganggo WhatsApp yo,Iphone 15 Pro
speaker39_f_nn_utt12,Dina Senin biasane dalan menyang kampus rame banget,Iphone 15 Pro
speaker39_f_nn_utt13,Aku kepengin liburan neng pantai nanging durung ana biaya,Iphone 15 Pro
speaker39_f_nn_utt14,"Saben jumuwah, aku lunga jumatan bareng bapak",Iphone 15 Pro
speaker39_f_nn_utt15,Wiwit wingi aku wiwit diet ora mangan gorengan akeh-akeh,Iphone 15 Pro
speaker39_f_nn_utt16,Adhiku latihan nari Jawa kanggo pentas sekolah,Iphone 15 Pro
speaker39_f_nn_utt17,Bengi iki aku arep lembur nggarap tugas nganti rampung,Iphone 15 Pro
speaker39_f_nn_utt18,Pak Guru maringi piagam kanggo siswa sing paling rajin,Iphone 15 Pro
speaker39_f_nn_utt19,Aku kesel amarga sak dina muter-muter golek kerjaan,Iphone 15 Pro
speaker39_f_nn_utt20,Kowe nek dolan ojo lali pamitan dhisik karo wong tuwa,Iphone 15 Pro
speaker39_f_nn_utt21,"Saben tanggal tua, wong-wong padha ngirit jajan",Iphone 15 Pro
speaker39_f_nn_utt22,Radio lawas ning omahé Simbah isih bisa diuripake,Iphone 15 Pro
speaker39_f_nn_utt23,"Saka ndhuwur gunung, pemandangane apik banget",Iphone 15 Pro
speaker39_f_nn_utt24,Aku lagi ngenteni kurir paket neng ngarep omah,Iphone 15 Pro
speaker39_f_nn_utt25,Kowe tulung lebokake sandhalku neng rak cedhak lawang,Iphone 15 Pro
speaker39_f_nn_utt26,Bocah cilik kuwi ngguyu terus merga digodhani mbakne,Iphone 15 Pro
speaker39_f_nn_utt27,Aku wis janji ora telat meneh mlebu kelas,Iphone 15 Pro
speaker39_f_nn_utt28,Dina iki aku sinau nyetir mobil karo bapak,Iphone 15 Pro
speaker39_f_nn_utt29,"Yen ana tamu, ibu mesthi nyuguhke teh anget lan roti",Iphone 15 Pro
speaker39_f_nn_utt30,Aku arep ngirit dhuwit kanggo tuku laptop anyar taun ngarep,Iphone 15 Pro
speaker40_f_nn_utt01,bu kulo badhe maem napa sampun mateng,samsung galaxy m12
speaker40_f_nn_utt02,le ojo lali nyapu plataran dhisik yooo sadurunge lunga sekolah,samsung galaxy m12
speaker40_f_nn_utt03,pak tivine diuripke sek yo arép ndélok bérita,samsung galaxy m12
speaker40_f_nn_utt04,bu guru kulo dereng mangertos carane ngitung niki,samsung galaxy m12
speaker40_f_nn_utt05,kanca kanca ayo sinau bareng sore iki ben luwih ngerti,samsung galaxy m12
speaker40_f_nn_utt06,wingi aku ora mlebu sekolah merga lara weteng,samsung galaxy m12
speaker40_f_nn_utt07,bu pinten regine sayur kangkung sak iket niki,samsung galaxy m12
speaker40_f_nn_utt08,tukune loro wae bu nek iso regané dipangkas sithik yo,samsung galaxy m12
speaker40_f_nn_utt09,wah pasaré rame tenan dina iki nganti angel parkir,samsung galaxy m12
speaker40_f_nn_utt10,wah parine wis temungkul ngesuk iso di panen,samsung galaxy m12
speaker40_f_nn_utt11,ayo cepet cepet ngarit sadurunge udan teka,samsung galaxy m12
speaker40_f_nn_utt12,traktoré durung tekan dadi kudu macul déwé dhisik,samsung galaxy m12
speaker40_f_nn_utt13,pak tugasipun sampun mantun badhe kulo kirim liwat email nggih,samsung galaxy m12
speaker40_f_nn_utt14,rapat karo pimpinan dijadwalaké jam loro awan aja lali teka trêp wektu,samsung galaxy m12
speaker40_f_nn_utt15,printeré rusak maneh kudu dicek staff it,samsung galaxy m12
speaker40_f_nn_utt16,wah wis suwe ora ketemu bocahé saiki wis gedhé tenan,samsung galaxy m12
speaker40_f_nn_utt17,ayo padha mangan bareng iki ana sayur asem karo iwak pitik,samsung galaxy m12
speaker40_f_nn_utt18,simbahe nyritakaké jaman biyèn nalika isih kerja neng kutha,samsung galaxy m12
speaker40_f_nn_utt19,pak rt rencana gugur gunung kapan arepé dilakoni,samsung galaxy m12
speaker40_f_nn_utt20,warga sedaya disuwun rawuh dateng balai dusun wengi niki,samsung galaxy m12
speaker40_f_nn_utt21,yen kabeh setuju ayo kita sareng sareng wiwiti program kebersihan lingkunganipun,samsung galaxy m12
speaker40_f_nn_utt22,kahanane apik tenan gunungé katon cetha saka kéné,samsung galaxy m12
speaker40_f_nn_utt23,ayo foto bareng neng pinggir segara cahya suryane ayu tenan,samsung galaxy m12
speaker40_f_nn_utt24,tiket mlebu regané mung sepuluh ewu murah tenan,samsung galaxy m12
speaker40_f_nn_utt25,mas bisé menyang solo mangkat jam pira,samsung galaxy m12
speaker40_f_nn_utt26,aku arep mudik ngesuk muga muga dalané lancar,samsung galaxy m12
speaker40_f_nn_utt27,aja lali tuku oleh oleh kanggo keluarga neng omah,samsung galaxy m12
speaker40_f_nn_utt28,matur nuwun sanget sampun rawuh ing acara mantenan putra kula,samsung galaxy m12
speaker40_f_nn_utt29,sugeng rawuh mugi mugi bebrayanipun pinaringan rahayu lan langgeng,samsung galaxy m12
speaker40_f_nn_utt30,ayo padha ngucapaké donga bareng kanggo pengantin anyar iki,samsung galaxy m12
speaker41_m_[n|nn]_utt01,,
speaker41_m_[n|nn]_utt02,,
speaker41_m_[n|nn]_utt03,,
speaker41_m_[n|nn]_utt04,,
speaker41_m_[n|nn]_utt05,,
speaker41_m_[n|nn]_utt06,,
speaker41_m_[n|nn]_utt07,,
speaker41_m_[n|nn]_utt08,,
speaker41_m_[n|nn]_utt09,,
speaker41_m_[n|nn]_utt10,,
speaker41_m_[n|nn]_utt11,,
speaker41_m_[n|nn]_utt12,,
speaker41_m_[n|nn]_utt13,,
speaker41_m_[n|nn]_utt14,,
speaker41_m_[n|nn]_utt15,,
speaker41_m_[n|nn]_utt16,,
speaker41_m_[n|nn]_utt17,,
speaker41_m_[n|nn]_utt18,,
speaker41_m_[n|nn]_utt19,,
speaker41_m_[n|nn]_utt20,,
speaker41_m_[n|nn]_utt21,,
speaker41_m_[n|nn]_utt22,,
speaker41_m_[n|nn]_utt23,,
speaker41_m_[n|nn]_utt24,,
speaker41_m_[n|nn]_utt25,,
speaker41_m_[n|nn]_utt26,,
speaker41_m_[n|nn]_utt27,,
speaker41_m_[n|nn]_utt28,,
speaker41_m_[n|nn]_utt29,,
speaker41_m_[n|nn]_utt30,,
speaker42_m_[n|nn]_utt01,sugeng enjing kadospundi kabaripun,Xiaomi 11t
speaker42_m_[n|nn]_utt02,regane murah lan terjangkau,Xiaomi 11t
speaker42_m_[n|nn]_utt03,regane cabe larang,Xiaomi 11t
speaker42_m_[n|nn]_utt04,kowe neng endi,Xiaomi 11t
speaker42_m_[n|nn]_utt05,kowe lagi apa,Xiaomi 11t
speaker42_m_[n|nn]_utt06,bapak nembe maos koran wonten teras,Xiaomi 11t
speaker42_m_[n|nn]_utt07,panjenengan badhe ngunjuk menapa teh napa kopi,Xiaomi 11t
speaker42_m_[n|nn]_utt08,ibu nembe masak rendang kagem dhahar siang,Xiaomi 11t
speaker42_m_[n|nn]_utt09,kowe wis adus durung,Xiaomi 11t
