SentenceID,Transcript,Device
speaker21_m_nn_utt24,para mahasiswa saweg ngerjakaken ujian semester,Iphone 15 plus
speaker21_m_nn_utt25,kulo remen sanget ningali wayang kulit,Iphone 15 plus
speaker21_m_nn_utt26,wulan ngajeng kulo badhe kesah dhateng surabaya,Iphone 15 plus
speaker21_m_nn_utt27,monggo kito sesarengan njagi karesikan lingkungan,Iphone 15 plus
speaker21_m_nn_utt28,adik kulo saweg sinau nulis aksara jawa,Iphone 15 plus
speaker21_m_nn_utt29,menawi wonten lepat kulo nyuwun pangapunten,Iphone 15 plus
speaker21_m_nn_utt30,sampun supe mbenjing wonten acara kempalan warga,Iphone 15 plus
speaker22_m_n_utt01,esuk esuk wis tangi nanging pikiranku isih turu,Iphone 15 Pro Max
speaker22_m_n_utt02,aku niat rajin emane kasurku luwih enak,Iphone 15 Pro Max
speaker22_m_n_utt03,mari mangan atiku langsung adem ayem,Iphone 15 Pro Max
speaker22_m_n_utt04,aku ora males mek lagi nyimpen tenaga sing ora metu metu,Iphone 15 Pro Max
speaker22_m_n_utt05,awale kape ngaso sedhela jebule sedhelane nganti sore,Iphone 15 Pro Max
speaker22_m_n_utt06,kadang aku mikir nanging pikiranku malah mlenceng,Iphone 15 Pro Max
speaker22_m_n_utt07,nglakoni apa wae sing penting isih iso guyon,Iphone 15 Pro Max
speaker22_m_n_utt08,aku kleru rupane iki angel nemen,Iphone 15 Pro Max
speaker22_m_n_utt09,nyapu omah wae kesel opo maneh nyapu pikiran,Iphone 15 Pro Max
speaker22_m_n_utt10,aku ora ngantuk mung mripatku wis protes,Iphone 15 Pro Max
speaker22_m_n_utt11,mbukak lawang pelan pelan jebule angine sing medeni,Iphone 15 Pro Max
speaker22_m_n_utt12,aku lagi semangat nanging otakku ora setuju,Iphone 15 Pro Max
speaker22_m_n_utt13,mangan sak piring rasane kurang sak rong piring malah kakehan,Iphone 15 Pro Max
speaker22_m_n_utt14,arep hemat kok yo mek e akeh panganan,Iphone 15 Pro Max
speaker22_m_n_utt15,kape mikir tapi sing metu malah lelucon,Iphone 15 Pro Max
speaker22_m_n_utt16,aku ora isin,Iphone 15 Pro Max
speaker22_m_n_utt17,arepe turu siang sak menit tangine malah sak jam,Iphone 15 Pro Max
speaker22_m_n_utt18,wadul sek sethithik rasane luwih lega,Iphone 15 Pro Max
speaker22_m_n_utt19,ngombe wedang jahe ben anget malah kringet sak omah,Iphone 15 Pro Max
speaker22_m_n_utt20,arep diet nanging atiku goyah delok panganan,Iphone 15 Pro Max
speaker22_m_n_utt21,aku ora telat mung wektu sing kesusu,Iphone 15 Pro Max
speaker22_m_n_utt22,aja aku seng disalahno kadang pikiranku seneng dolan dewe,Iphone 15 Pro Max
speaker22_m_n_utt23,ngrasakke angin sore iku nikmat nanging godhonge mlebu rai,Iphone 15 Pro Max
speaker22_m_n_utt24,aku ora eman tenaga mung ora pengin mubadzir,Iphone 15 Pro Max
speaker22_m_n_utt25,arep mlaku mlaku mung sikile koyo ora kompak,Iphone 15 Pro Max
speaker22_m_n_utt26,kadang meneng wae wis lucu rasane,Iphone 15 Pro Max
speaker22_m_n_utt27,sejatine aku bijaksana nanging mung ing impen,Iphone 15 Pro Max
speaker22_m_n_utt28,tak pikir gampang rupane angel nemen,Iphone 15 Pro Max
speaker22_m_n_utt29,aku lagi golek panganan neng pawon,Iphone 15 Pro Max
speaker22_m_n_utt30,sakdurunge lunga aku ngombe banyu dhisik,Iphone 15 Pro Max
speaker23_f_nn_utt01,kulo badhe tindak perpustakaan kampus,Ipad 10
speaker23_f_nn_utt02,kulo sinau boso jowo,Ipad 10
speaker23_f_nn_utt03,kulo badhe ngresiki kamar,Ipad 10
speaker23_f_nn_utt04,kulo nyuwun ngapunten amargi telat sekolah,Ipad 10
speaker23_f_nn_utt05,kulo nyuwun pangestu sakderengipun ujian,Ipad 10
speaker23_f_nn_utt06,sugeng enjing konco konco,Ipad 10
speaker23_f_nn_utt07,kados pundi kabaripun mbayu,Ipad 10
speaker23_f_nn_utt08,menawi benjing libur kulo badhe nginep wonten griyo panjenengan,Ipad 10
speaker23_f_nn_utt09,mugi tugas kelompok meniko saged rampung sakwekdalipun,Ipad 10
speaker23_f_nn_utt10,sugeng sonten bu,Ipad 10
speaker23_f_nn_utt11,mugi panjenengan tansah sehat,Ipad 10
speaker23_f_nn_utt12,matur nuwun ibu sampun ngrumat kulo lan sedoyo keluarga,Ipad 10
speaker23_f_nn_utt13,sugeng rawuh wonten griyo kulo,Ipad 10
speaker23_f_nn_utt14,nyuwun pangapunten saged diulangi,Ipad 10
speaker23_f_nn_utt15,pinten reginipun lombok setunggal kilo,Ipad 10
speaker23_f_nn_utt16,saged kulo nyuwun plastikipun setunggal malih,Ipad 10
speaker23_f_nn_utt17,saged dipun kurangi reginipun,Ipad 10
speaker23_f_nn_utt18,meniko sedoyo sampun kulo bayar nggeh,Ipad 10
speaker23_f_nn_utt19,kulo nyuwun soto setunggal mangkok nggih,Ipad 10
speaker23_f_nn_utt20,kados pundi kabaripun panjenengan,Ipad 10
speaker23_f_nn_utt21,sinten asmanipun panjenengan,Ipad 10
speaker23_f_nn_utt22,kados pundi raosipun dhaharan meniko,Ipad 10
speaker23_f_nn_utt23,sameniko jam pinten,Ipad 10
speaker23_f_nn_utt24,sugeng ambal warsa,Ipad 10
speaker23_f_nn_utt25,bapak nembe sare wonten kamar,Ipad 10
speaker23_f_nn_utt26,adik mlampah ke sekolah,Ipad 10
speaker23_f_nn_utt27,kulo wangsul rumiyin,Ipad 10
speaker23_f_nn_utt28,sampun dangu mboten kepanggih,Ipad 10
speaker23_f_nn_utt29,kulo mboten saged tumut ujian,Ipad 10
speaker23_f_nn_utt30,kulo nyuwun tulung sekedhap,Ipad 10
speaker24_m_nn_utt01,iki duweke sopo,Thronmax Mdrill Zero
speaker24_m_nn_utt02,aku ora sengojo,Thronmax Mdrill Zero
speaker24_m_nn_utt03,kowe ngerti maksude,Thronmax Mdrill Zero
speaker24_m_nn_utt04,rambute dowo banget saiki,Thronmax Mdrill Zero
speaker24_m_nn_utt05,aku lagi golek kunci motor,Thronmax Mdrill Zero
speaker24_m_nn_utt06,kowe kok suwe banget,Thronmax Mdrill Zero
speaker24_m_nn_utt07,dino iki prei opo ora,Thronmax Mdrill Zero
speaker24_m_nn_utt08,isuk isuk wis udan,Thronmax Mdrill Zero
speaker24_m_nn_utt09,kopine kurang legi,Thronmax Mdrill Zero
speaker24_m_nn_utt10,ora usah dipikir nemen nemen,Thronmax Mdrill Zero
speaker24_m_nn_utt11,jare sopo aku ora krungu,Thronmax Mdrill Zero
speaker24_m_nn_utt12,lampune dipateni disik,Thronmax Mdrill Zero
speaker24_m_nn_utt13,kowe iso ngajari aku ora,Thronmax Mdrill Zero
speaker24_m_nn_utt14,aku gurung adus isin,Thronmax Mdrill Zero
speaker24_m_nn_utt15,mengko bengi ono acara opo,Thronmax Mdrill Zero
speaker24_m_nn_utt16,aku mending nunggu kene wae,Thronmax Mdrill Zero
speaker24_m_nn_utt17,baterene meh entek iki,Thronmax Mdrill Zero
speaker24_m_nn_utt18,ojo lali dikunci lawange,Thronmax Mdrill Zero
speaker24_m_nn_utt19,bojomu kerjo nang endi,Thronmax Mdrill Zero
speaker24_m_nn_utt20,anakku lagi seneng dolanan,Thronmax Mdrill Zero
speaker24_m_nn_utt21,aku lali jenenge,Thronmax Mdrill Zero
speaker24_m_nn_utt22,timbangane nganggur ayo dolan,Thronmax Mdrill Zero
speaker24_m_nn_utt23,aku bosen ora ono gawean,Thronmax Mdrill Zero
speaker24_m_nn_utt24,iki janganne kurang asin sitik,Thronmax Mdrill Zero
speaker24_m_nn_utt25,mengko awan sido rapat kan,Thronmax Mdrill Zero
speaker24_m_nn_utt26,aku meh titip kowe arep metu,Thronmax Mdrill Zero
speaker24_m_nn_utt27,sikile keno opo kuwi,Thronmax Mdrill Zero
speaker24_m_nn_utt28,ojo rame rame adhiku lagi turu,Thronmax Mdrill Zero
speaker24_m_nn_utt29,kowe katon kesel banget,Thronmax Mdrill Zero
speaker24_m_nn_utt30,aku takon iki regane piro,Thronmax Mdrill Zero
speaker25_f_nn_utt01,piye kabare,
speaker25_f_nn_utt02,aku arep menyang pasar,
speaker25_f_nn_utt03,wis mangan durung,
speaker25_f_nn_utt04,ayo mlaku mlaku ning alun alun,
speaker25_f_nn_utt05,awakmu arep tindak ngendi,
speaker25_f_nn_utt06,aku lagi sinau basa jawa,
speaker25_f_nn_utt07,sugeng enjing piye turu sampeyan,
speaker25_f_nn_utt08,mboten napa napa sami sami,
speaker25_f_nn_utt09,aku wis rampung gawe tugasku,
speaker25_f_nn_utt10,sore iki udan deres banget,
speaker25_f_nn_utt11,kowe wis ketemu karo dheweke durung,
speaker25_f_nn_utt12,aku seneng mangan soto ayam,
speaker25_f_nn_utt13,sesuk aku arep mulih kampung,
speaker25_f_nn_utt14,ayo ndang mlebu wis awan,
speaker25_f_nn_utt15,aku butuh bantuan kanggo ngangkat barang iki,
speaker25_f_nn_utt16,sampeyan ngerti ora alamate warung makan kuwi,
speaker25_f_nn_utt17,mangga pinarak monggo lenggah rumiyin,
speaker25_f_nn_utt18,aku lagi nggoleki kunci motorku,
speaker25_f_nn_utt19,dheweke kerja ning kantor pos,
speaker25_f_nn_utt20,aku ora duwe dhuwit saiki,
speaker25_f_nn_utt21,kowe kok telat tenan ana apa,
speaker25_f_nn_utt22,aku arep tuku klambi anyar ning pasar,
speaker25_f_nn_utt23,adhi lagi sinau matematika kanggo ujian sesuk,
speaker25_f_nn_utt24,aja lali nutup lawang yen metu,
speaker25_f_nn_utt25,ibu lagi masak ning pawon saiki,
speaker25_f_nn_utt26,aku krasa kesel banget sawise kerja seharian,
speaker25_f_nn_utt27,ayo padha mangan bareng ning omahku,
speaker25_f_nn_utt28,sampeyan bisa tulung jelasake cara nggunakake iki,
speaker25_f_nn_utt29,wingi aku ketemu kancaku lawas ning dalan,
speaker25_f_nn_utt30,aku pengin sinau masak masakan jawa tradisional,
speaker26_f_nn_utt01,aku arep maca buku anyar ing perpustakaan,Iphone 14
speaker26_f_nn_utt02,adhiku nyuwun tulung didadekake tugas sekolah,Iphone 14
speaker26_f_nn_utt03,ibu lagi nyiapake panganan kanggo tamu sore iki,Iphone 14
speaker26_f_nn_utt04,bapak arep budhal kerja luwih awal dina iki,Iphone 14
speaker26_f_nn_utt05,kowe paring warta yen wis tekan omah ya,Iphone 14
speaker26_f_nn_utt06,aku lagi ngenteni bis ing halte ngarep pasar,Iphone 14
speaker26_f_nn_utt07,mbakyuku lagi ngresiki pekarangan mburi omah,Iphone 14
speaker26_f_nn_utt08,simbah nyuwun dijupukke banyu anget saka pawon,Iphone 14
speaker26_f_nn_utt09,aku kudu tuku sabun lan sampo ing warung,Iphone 14
speaker26_f_nn_utt10,kowe bisa nulungi aku mindhahke kursi iki ora,Iphone 14
speaker26_f_nn_utt11,aku kepengin istirahat amarga awakku rada kesel,Iphone 14
speaker26_f_nn_utt12,bapak tuku woh pirang pirang ing pasar tradisional,Iphone 14
speaker26_f_nn_utt13,adhiku lagi nonton film animasi neng ruang tamu,Iphone 14
speaker26_f_nn_utt14,aku ora bisa melu amarga wis ana jadwal liyane,Iphone 14
speaker26_f_nn_utt15,kowe ojo lali nggawa buku cathetan dina iki,Iphone 14
speaker26_f_nn_utt16,aku arep numpak sepur esuk banget kanggo menyang kantor,Iphone 14
speaker26_f_nn_utt17,ibu maringi dhawuh supaya aku reresik meja makan,Iphone 14
speaker26_f_nn_utt18,aku nemokake bolpoinku ing tas sekolah lawas,Iphone 14
speaker26_f_nn_utt19,kowe isa ngenteni aku sak menit bener yo,Iphone 14
speaker26_f_nn_utt20,bapak lagi ngobrol karo tangga ing teras omah,Iphone 14
speaker26_f_nn_utt21,simbah lagi maca wirid neng kamar mburi,Iphone 14
speaker26_f_nn_utt22,aku arep ngumbah piring sakwise rampung pangan,Iphone 14
speaker26_f_nn_utt23,mbakyuku lagi nglatih tarian kanggo acara desa,Iphone 14
speaker26_f_nn_utt24,aku arep tuku obat batuk neng apotek ngarep pasar,Iphone 14
speaker26_f_nn_utt25,kowe bisa mbantu nyiapake kursi kanggo rapat ora,Iphone 14
speaker26_f_nn_utt26,adhiku lagi nyoba sepatu anyar sing dituku ibu,Iphone 14
speaker26_f_nn_utt27,aku krungu swara motor mlebu pekarangan,Iphone 14
speaker26_f_nn_utt28,bapak nyuwun tulung didadekake teh anget,Iphone 14
speaker26_f_nn_utt29,aku lagi nggarap laporan kanggo dikumpulake sesuk,Iphone 14
speaker26_f_nn_utt30,kowe ayo padha lunga saiki sadurunge sore banget,Iphone 14
speaker27_m_nn_utt01,halo sapa iki,
speaker27_m_nn_utt02,aku pengin mangan,
speaker27_m_nn_utt03,aja lali turu cukup,
speaker27_m_nn_utt04,iku mencurigakan banget,
speaker27_m_nn_utt05,mengemudi ing trik aku,
speaker27_m_nn_utt06,luwih enem utawa pitung menit maneh,
speaker27_m_nn_utt07,ana pirang sasi ing langit,
speaker27_m_nn_utt08,kowe terlalu suwe,
speaker27_m_nn_utt09,aku wis memeringatkan kowe,
speaker27_m_nn_utt10,jajal matikan lan hidupkan maneh,
speaker27_m_nn_utt11,ora ana ragad kang terlalu gedhe,
speaker27_m_nn_utt12,wedhang apa kang paling apik,
speaker27_m_nn_utt13,ing endi sangalas yuta lapangan pakaryan kang kowe janjikan,
speaker27_m_nn_utt14,kowe arep lunga menyang ndi,
speaker27_m_nn_utt15,ayo nandur wit,
speaker27_m_nn_utt16,aku yakin kowe mesthi bisa,
speaker27_m_nn_utt17,dina iki udan,
speaker27_m_nn_utt18,mobil kowe wernane apa,
speaker27_m_nn_utt19,dheweke remen mangan kucing,
speaker27_m_nn_utt20,aku berteman karo ibumu sawengi,
speaker27_m_nn_utt21,regane ora ndean semahal iku,
speaker27_m_nn_utt22,masak banyu angel banget,
speaker27_m_nn_utt23,sekolah diwiwiti jam limang esuk,
speaker27_m_nn_utt24,apa iku gigitan wolung puluh pitu,
speaker27_m_nn_utt25,aku arep nginep ing hotel wengi iki,
speaker27_m_nn_utt26,ayo weruh linthang ing langit,
speaker27_m_nn_utt27,dheweke pracaya yen bumi arupa donat,
speaker27_m_nn_utt28,geneya kowe nganggo klambi kang padha saben dina,
speaker27_m_nn_utt29,aku nangis sawise ndeleng film iki,
speaker27_m_nn_utt30,dina iki dheweke ngampil akeh banget dhuwit kanggo dianggo berjudi,
speaker28_m_nn_utt01,sugeng sore kowe lagi ngapa saiki,
speaker28_m_nn_utt02,aku arep tuku pulsa ning konter,
speaker28_m_nn_utt03,kowe wis mangan sore durung iki,
speaker28_m_nn_utt04,tulung telpon aku yen wis tekan,
speaker28_m_nn_utt05,aku lagi nyiapke tas sekolah kanggo sesuk,
speaker28_m_nn_utt06,adhiku lagi sinau matematika ning kamar,
speaker28_m_nn_utt07,bapak lagi ngobrol karo tangga sebelah,
speaker28_m_nn_utt08,ibu arep menyang pasar tuku sayuran,
speaker28_m_nn_utt09,aku kepengin ngombe susu anget sak gelas,
speaker28_m_nn_utt10,kowe arep lunga menyang ngendi sesuk,
speaker28_m_nn_utt11,aku seneng banget mangan pecel lele,
speaker28_m_nn_utt12,sesuk aku libur sekolah seharian penuh,
speaker28_m_nn_utt13,ayo dolan bal ning lapangan sebelah,
speaker28_m_nn_utt14,kowe lagi sibuk apa saiki ora iso,
speaker28_m_nn_utt15,aku arep tidur siang jam siji,
speaker28_m_nn_utt16,tulung pinjemin aku bolpoin item sedhela,
speaker28_m_nn_utt17,aku wis siap berangkat kuliah saiki,
speaker28_m_nn_utt18,kowe tau ketemu karo dheweke durung,
speaker28_m_nn_utt19,aku lagi ngenteni kanca ning halte bis,
speaker28_m_nn_utt20,aja lupa nggawa buku pelajaran sesuk,
speaker28_m_nn_utt21,aku kepengin nonton film ning bioskop,
speaker28_m_nn_utt22,cuaca cerah banget cocok kanggo dolan,
speaker28_m_nn_utt23,kowe wis sarapan apa durung esuk,
speaker28_m_nn_utt24,aku arep ngepel lantai kamar kene,
speaker28_m_nn_utt25,tulung tutupke jendelane yen udan deres,
speaker28_m_nn_utt26,aku lagi males ngapa ngapa saiki,
speaker28_m_nn_utt27,kowe iso mampir omahku sore ora,
speaker28_m_nn_utt28,aku kepengin sinau masak nasi goreng,
speaker28_m_nn_utt29,ayo mangan bareng ning warteg cedhak,
speaker28_m_nn_utt30,sugeng sonten mugi wilujeng ing dalan,
speaker29_f_nn_utt01,urip iku mung sawang sinawang,
speaker29_f_nn_utt02,urip iku urup,
speaker29_f_nn_utt03,urip nang dunyo iku sakjane mung sepisan,
speaker29_f_nn_utt04,awakmu kudu sekolah men dadi uwong,
speaker29_f_nn_utt05,wong sabar rejekine jembar,
speaker29_f_nn_utt06,narimo ing pandum,
speaker29_f_nn_utt07,ojo dumeh karo sek saiki urip nang dunyo iku mung sementara,
speaker29_f_nn_utt08,sopo sing nandur yo kui sing bakal manen hasil,
speaker29_f_nn_utt09,fokus ojo guyon wae men gaweane enggal rampung,
speaker29_f_nn_utt10,nek arep urip e tentrem yo sholawat,
speaker29_f_nn_utt11,mergo seng nggawe urip luwih ngerti seko awakmu,
speaker29_f_nn_utt12,piye kabare nduk,
speaker29_f_nn_utt13,saiki dinten sebtu wayahe libur,
speaker29_f_nn_utt14,semoga enggal mari,
speaker29_f_nn_utt15,piye enak jamanku to,
speaker29_f_nn_utt16,dahar seenten e mawon nggih,
speaker29_f_nn_utt17,sugeng sonten kancaku,
speaker29_f_nn_utt18,sinau ojo dolanan hp wae,
speaker29_f_nn_utt19,tresno iku kadang koyo criping telo iso ajur nek ora ngati ati le nggowo,
speaker29_f_nn_utt20,tenangno pikirmu ayemno atimu gusti allah mboten sare,
speaker29_f_nn_utt21,ojo ngasi kenangan ngrusak masa depan,
speaker29_f_nn_utt22,kadang lathi iso gawe loroning ati,
speaker29_f_nn_utt23,sabar iku ingaran mustikaning laku,
speaker29_f_nn_utt24,dosa sing paling menyedihkan iku dosambat ora duwe duit,
speaker29_f_nn_utt25,wong menang iku wong sing bisa ngasorake priyanggane dhewe,
speaker29_f_nn_utt26,ojo gampang nyerah saben kesulitan mesti ono dalane,
speaker29_f_nn_utt27,tetep semangat awan peteng wis takdir nanging usaha tetep kudu mlaku,
speaker29_f_nn_utt28,ra perlu mbandingke uripmu karo wong liya saben uwong nduwe lakune dhewe,
speaker29_f_nn_utt29,yen kesel yo ngaso ojo nganti mandek sakdurunge tekan tujuanmu,
speaker29_f_nn_utt30,sing penting terus maju sanajan alon sing penting ora mundur,
speaker30_m_nn_utt01,sugeng enjang kowe wis sarapan durung,Iphone 13
speaker30_m_nn_utt02,aku arep menyang kampus saiki,Iphone 13
speaker30_m_nn_utt03,kowe menehi catetan kuliah wingi yo,Iphone 13
speaker30_m_nn_utt04,aku nyuwun tulung jelasno materi iki,Iphone 13
speaker30_m_nn_utt05,kowe saiki neng endi aku arep nyusul,Iphone 13
speaker30_m_nn_utt06,aku durung ngerti tugas iki kowe wis rampung,Iphone 13
speaker30_m_nn_utt07,kowe arep makan neng ngendi awan iki,Iphone 13
speaker30_m_nn_utt08,aku arep tuku kopi kowe melu ora,Iphone 13
speaker30_m_nn_utt09,kowe iso ngenteni aku limang menit,Iphone 13
speaker30_m_nn_utt10,aku kesel amarga kuliah saka esuk,Iphone 13
speaker30_m_nn_utt11,kowe wis siap kanggo presentasi,Iphone 13
speaker30_m_nn_utt12,aku arep nggarap tugas bareng kowe,Iphone 13
speaker30_m_nn_utt13,kowe oleh kirim file tugas saiki,Iphone 13
speaker30_m_nn_utt14,aku bali dhisik mengko wae tak terusno,Iphone 13
speaker30_m_nn_utt15,kowe wes ngerti jadwal ujian anyar,Iphone 13
speaker30_m_nn_utt16,aku nyuwun pangapunten yen telat tekan kelas,Iphone 13
speaker30_m_nn_utt17,kowe iso nuduhake dalan menyang laboratorium,Iphone 13
speaker30_m_nn_utt18,aku arep istirahat sebentar ing perpustakaan,Iphone 13
speaker30_m_nn_utt19,kowe oleh pinjem buku iki yen butuh,Iphone 13
speaker30_m_nn_utt20,aku krungu yen kelas dina iki dibatalke,Iphone 13
speaker30_m_nn_utt21,kowe wis nonton rekaman kuliah bar kuwi,Iphone 13
speaker30_m_nn_utt22,aku seneng yen kowe gelem kerja kelompok karo aku,Iphone 13
speaker30_m_nn_utt23,kowe arep mulih jam pira,Iphone 13
speaker30_m_nn_utt24,aku durung makan saka esuk,Iphone 13
speaker30_m_nn_utt25,kowe iso ngandhani aku yen dosen wis teka,Iphone 13
speaker30_m_nn_utt26,aku arep sinau neng ruang belajar kampus,Iphone 13
speaker30_m_nn_utt27,kowe wis daftar praktikum sing anyar,Iphone 13
speaker30_m_nn_utt28,aku arep latihan presentasi kowe iso ngrungokake sebentar,Iphone 13
speaker30_m_nn_utt29,kowe iso ngajari aku rumus iki,Iphone 13
speaker30_m_nn_utt30,aku matur nuwun akeh amarga kowe wis mbantu,Iphone 13
speaker31_m_nn_utt01,kowe mlaku mlaku ora katokan,Iphone 13
speaker31_m_nn_utt02,pas aku dolan jebul ketemu kowe neng dalan,Iphone 13
speaker31_m_nn_utt03,aku mau ketemu wong sing rupane mirip kowe nganti aku meh kleru nyapa,Iphone 13
speaker31_m_nn_utt04,sepurane aku keturon wektu nunggu balasanmu,Iphone 13
speaker31_m_nn_utt05,rantene sepedaku mau copot nang tengah dalan nganti aku bingung arep ndandani,Iphone 13
speaker31_m_nn_utt06,kowe nek guyon kok rai mu tetep serius wae,Iphone 13
speaker31_m_nn_utt07,nek kowe mlaku kok swarane banter,Iphone 13
speaker31_m_nn_utt08,kowe turu kok posisine aneh kaya cicak,Iphone 13
speaker31_m_nn_utt09,sak dina iki aku muter muter golek parkiran kosong nganti kesel,Iphone 13
speaker31_m_nn_utt10,aku weruh langit ireng kaya arep udan gedhe,Iphone 13
speaker31_m_nn_utt11,sakdurunge lungo aku wis wanti wanti nanging tetep wae kowe lali,Iphone 13
speaker31_m_nn_utt12,aku mau kleru mlebu ruangan nganti wong wonge podo ngdelok aku,Iphone 13
speaker31_m_nn_utt13,jarene dee urip joko,Iphone 13
speaker31_m_nn_utt14,kucingku kok seneng mangan jagung,Iphone 13
speaker31_m_nn_utt15,aku seneng iki mung koe seng ngerti,Iphone 13
speaker31_m_nn_utt16,arep cemburu kok dudu sopo sopone,Iphone 13
speaker31_m_nn_utt17,ora usah mbok angen angen wong seng mbiyen nglarani,Iphone 13
speaker31_m_nn_utt18,saiki aku wes sadar,Iphone 13
speaker31_m_nn_utt19,kurangku opo jajal kowe ngomongo,Iphone 13
speaker31_m_nn_utt20,kamarku saiki mambu cat anyar nganti sirahku muter,Iphone 13
speaker31_m_nn_utt21,aku iki gampang kepedesen sanajan mangan sambel sing ora pedes,Iphone 13
speaker31_m_nn_utt22,paketku mau dititipke nang tangga,Iphone 13
speaker31_m_nn_utt23,mau aku kesandung ember nganti banyune muncrat kabeh,Iphone 13
speaker31_m_nn_utt24,aku wis golek kunci saka jam siji ora ketemu pisan,Iphone 13
speaker31_m_nn_utt25,aku ora sengaja gelas sing tak sikat malah pecah,Iphone 13
speaker31_m_nn_utt26,sakdurunge adus aku nemokake sabunku klempit nang pojokan rak,Iphone 13
speaker31_m_nn_utt27,ra koyo koe sing gampang golek liyane,Iphone 13
speaker31_m_nn_utt28,kowe nek ngguyu kok nganti ndangak ngono kaya ketiban berkah mendadak,Iphone 13
speaker31_m_nn_utt29,sampek saiki dalan iku durung di dandani karo pemerintah,Iphone 13
speaker31_m_nn_utt30,tak sogok tak sogok,Iphone 13
speaker32_m_nn_utt01,kula badhe tumbas brambang lan bawang,Lenovo Yoga Pro 7
speaker32_m_nn_utt02,kula pados sayur ingkang tasih seger,Lenovo Yoga Pro 7
speaker32_m_nn_utt03,tolong dipilihaken ingkang sae nggih,Lenovo Yoga Pro 7
speaker32_m_nn_utt04,kula nyuwun tiganipun setunggal kilo,Lenovo Yoga Pro 7
speaker32_m_nn_utt05,ampun dicampur kalih ingkang bosok,Lenovo Yoga Pro 7
speaker32_m_nn_utt06,kula badhe mundhut gendhis jawi sekedhik,Lenovo Yoga Pro 7
speaker32_m_nn_utt07,reginipun radi awis sanget niki,Lenovo Yoga Pro 7
speaker32_m_nn_utt08,kula tawar gangsal ewu mawon nggih,Lenovo Yoga Pro 7
speaker32_m_nn_utt09,menawi angsal kirang kula borong sedaya,Lenovo Yoga Pro 7
speaker32_m_nn_utt10,kula pun biyasa langganan ten mriki,Lenovo Yoga Pro 7
speaker32_m_nn_utt11,pas ipun semonten mawon ampun mindhak,Lenovo Yoga Pro 7
speaker32_m_nn_utt12,nyuwun tulung ulamipun diresiki pisan,Lenovo Yoga Pro 7
speaker32_m_nn_utt13,ayamipun dipotong dados wolu,Lenovo Yoga Pro 7
speaker32_m_nn_utt14,kula nyuwun lombok rawit ingkang pedes,Lenovo Yoga Pro 7
speaker32_m_nn_utt15,tumbasipun sakedhik mawon kangge masak,Lenovo Yoga Pro 7
speaker32_m_nn_utt16,niki artanipun pas mboten sah susuk,Lenovo Yoga Pro 7
speaker32_m_nn_utt17,kula bayar ngge arta alit mawon,Lenovo Yoga Pro 7
speaker32_m_nn_utt18,nyuwun kresekipun didadosaken setunggal,Lenovo Yoga Pro 7
speaker32_m_nn_utt19,bungkusanipun dipisah mawon,Lenovo Yoga Pro 7
speaker32_m_nn_utt20,susukipun kagem ibu mawon,Lenovo Yoga Pro 7
speaker32_m_nn_utt21,kula badhe nambah tempenipun setunggal,Lenovo Yoga Pro 7
speaker32_m_nn_utt22,buahipun katingal manis sanget,Lenovo Yoga Pro 7
speaker32_m_nn_utt23,kula pados lisah goreng kemasan botol,Lenovo Yoga Pro 7
speaker32_m_nn_utt24,mangke kula mriki malih menawi cocok,Lenovo Yoga Pro 7
speaker32_m_nn_utt25,nyuwun tulung ditali ingkang rapet,Lenovo Yoga Pro 7
speaker32_m_nn_utt26,kula badhe ningali ningali rumiyin,Lenovo Yoga Pro 7
speaker32_m_nn_utt27,sampun cekap blanjanipun,Lenovo Yoga Pro 7
speaker32_m_nn_utt28,matur nuwun sanget nggih,Lenovo Yoga Pro 7
speaker32_m_nn_utt29,mugi mugi daganganipun laris manis,Lenovo Yoga Pro 7
speaker32_m_nn_utt30,kula pamit wangsul rumiyin,Lenovo Yoga Pro 7
speaker33_m_nn_utt01,atiku bungah banget weruh kowe teka,Iphone 16 Pro
speaker33_m_nn_utt02,aku isin banget nalika ketemu mantan,Iphone 16 Pro
speaker33_m_nn_utt03,dheweke nesu amarga dijak ngguyu,Iphone 16 Pro
speaker33_m_nn_utt04,aku kangen banget karo kampung halaman,Iphone 16 Pro
speaker33_m_nn_utt05,awakku kesel banget nganti ora kuat mlaku,Iphone 16 Pro
speaker33_m_nn_utt06,langite mendung kayake arep udan,Iphone 16 Pro
speaker33_m_nn_utt07,srengenge terik banget nganti kulitku gosong,Iphone 16 Pro
speaker33_m_nn_utt08,angin sepoi sepoi nyenengake ati,Iphone 16 Pro
speaker33_m_nn_utt09,peteng ndhedhet ora katon apa apa,Iphone 16 Pro
speaker33_m_nn_utt10,embun isih netes ning godhong godhongan,Iphone 16 Pro
speaker33_m_nn_utt11,aku lagi padu karo bojoku gara gara sepele,Iphone 16 Pro
speaker33_m_nn_utt12,tangga sebelah mau nyilih gula sakilo,Iphone 16 Pro
speaker33_m_nn_utt13,koncoku ngajak kondangan ning omah sepupune,Iphone 16 Pro
speaker33_m_nn_utt14,pakdhe teka nggawa oleh oleh saka jakarta,Iphone 16 Pro
speaker33_m_nn_utt15,aku tau ndeleng ufo ning langit wengi,Iphone 16 Pro
speaker33_m_nn_utt16,motore mogok neng tengah dalan sepi,Iphone 16 Pro
